,midnight color,night blue color,dark maroon color,dark purple color,dried blood color,very dark green color,plum color,ultramarine color,dark olive color,evergreen color,dark red color,brown color,darkish purple color,dark blue green color,mud brown color,deep teal color,rich blue color,blue purple color,dark turquoise color,auburn color,blue color,dark green blue color,purplish blue color,russet color,rose red color,burnt umber color,magenta color,deep turquoise color,azul color,cinnamon color,light indigo color,muted blue color,raw sienna color,bright violet color,jungle green color,bluish color,dark pink color,bright purple color,purpley pink color,tomato red color,teal blue color,swamp green color,fire engine red color,pinky purple color,vermillion color,orangish red color,pinky red color,dark yellow green color,lightish red color,red orange color,reddish orange color,purpleish pink color,blood orange color,bright magenta color,bright lavender color,dusky pink color,pumpkin color,perrywinkle color,medium green color,grass color,orange pink color,dusty pink color,dusty orange color,nasty green color,salmon color,purply pink color,liliac color,pig pink color,greenish teal color,orangeish color,dark lime green color,tangerine color,burnt yellow color,blush color,tan color,squash color,light orange color,orange yellow color,butterscotch color,green/yellow color,golden rod color,weird green color,golden yellow color,hospital green color,sickly yellow color,sandy color,fluro green color,light gold color,bright light blue color,yellowy green color,robin's egg blue color,light sea green color,light bluish green color,chartreuse color,mint green color,key lime color,light khaki color,green yellow color,bright yellow color,butter yellow color,light yellow color
red orange color,107.89999999999998,99.69999999999999,23.500000000000004,81.0,12.800000000000004,95.10000000000001,61.69999999999999,96.59999999999997,65.8,112.39999999999999,5.100000000000001,22.700000000000003,75.09999999999997,138.5,37.39999999999999,161.3,98.59999999999997,96.0,149.60000000000002,4.5,104.89999999999998,134.89999999999998,95.30000000000001,5.899999999999999,23.800000000000004,9.5,52.30000000000001,154.0,109.5,13.0,101.09999999999997,139.8,29.599999999999994,87.19999999999999,106.8,132.3,36.800000000000004,84.89999999999998,72.19999999999999,1.0,179.5,66.7,3.9000000000000057,73.30000000000001,1.7000000000000028,0.5,17.500000000000004,71.0,17.400000000000002,0.0,0.6000000000000014,70.39999999999998,2.5999999999999943,71.39999999999998,87.09999999999997,36.0,18.699999999999996,107.30000000000001,97.99999999999999,86.7,4.600000000000001,31.200000000000003,13.099999999999994,85.10000000000001,11.400000000000006,74.09999999999997,92.80000000000001,40.1,115.39999999999999,11.5,77.8,22.799999999999997,44.2,7.800000000000004,42.599999999999994,34.7,26.200000000000003,32.39999999999999,29.89999999999999,66.7,39.599999999999994,105.99999999999999,41.7,104.39999999999999,65.39999999999999,51.2,92.2,48.599999999999994,156.7,72.6,165.2,105.60000000000001,108.10000000000001,72.5,101.2,84.8,69.89999999999999,72.7,58.7,60.599999999999994,61.2
reddish orange color,107.29999999999998,99.10000000000002,22.900000000000002,80.40000000000003,12.200000000000003,95.70000000000002,61.10000000000002,96.0,66.4,113.0,4.5,23.300000000000004,74.5,139.1,37.99999999999999,161.9,98.0,95.40000000000003,150.20000000000002,5.100000000000001,104.29999999999998,135.5,94.70000000000005,6.5,23.200000000000003,10.100000000000001,51.700000000000045,154.6,108.9,13.600000000000001,100.5,139.20000000000002,30.199999999999996,86.60000000000002,107.4,131.70000000000002,36.2,84.30000000000001,71.60000000000002,0.3999999999999986,179.9,67.30000000000001,3.3000000000000043,72.70000000000005,1.1000000000000014,0.10000000000000142,16.900000000000002,71.6,16.8,0.6000000000000014,0.0,69.80000000000001,3.1999999999999957,70.80000000000001,86.5,35.4,19.299999999999997,106.70000000000002,98.6,87.30000000000001,4.0,30.6,13.699999999999996,85.70000000000002,10.800000000000004,73.5,92.20000000000005,39.5,116.0,12.100000000000001,78.4,23.4,44.800000000000004,7.200000000000003,43.199999999999996,35.300000000000004,26.800000000000004,32.99999999999999,30.499999999999993,67.30000000000001,40.199999999999996,106.6,42.300000000000004,105.0,66.0,51.800000000000004,92.80000000000001,49.199999999999996,157.3,73.19999999999999,165.8,106.20000000000002,108.70000000000002,73.1,101.80000000000001,85.4,70.5,73.30000000000001,59.300000000000004,61.199999999999996,61.800000000000004
purpleish pink color,37.5,29.30000000000001,46.89999999999998,10.600000000000023,57.599999999999966,165.5,8.699999999999989,26.19999999999999,136.2,177.20000000000002,65.30000000000001,93.10000000000002,4.699999999999989,151.10000000000002,107.79999999999998,128.3,28.19999999999999,25.600000000000023,140.0,74.89999999999998,34.5,154.70000000000002,24.900000000000034,76.30000000000001,46.599999999999966,79.89999999999998,18.099999999999966,135.60000000000002,39.10000000000002,83.39999999999998,30.69999999999999,69.40000000000003,100.0,16.80000000000001,177.2,61.900000000000034,33.599999999999966,14.5,1.8000000000000114,69.39999999999998,110.10000000000002,137.1,66.5,2.900000000000034,68.69999999999999,69.89999999999998,52.89999999999998,141.39999999999998,53.0,70.39999999999998,69.80000000000001,0.0,73.0,1.0,16.69999999999999,34.39999999999998,89.09999999999997,36.900000000000034,168.39999999999998,157.1,65.80000000000001,39.19999999999999,83.5,155.5,59.0,3.6999999999999886,22.400000000000034,30.30000000000001,174.20000000000002,81.89999999999998,148.2,93.19999999999999,114.6,62.599999999999966,113.0,105.1,96.60000000000002,102.79999999999995,100.29999999999995,137.1,110.0,176.39999999999998,112.1,174.79999999999998,135.79999999999998,121.6,162.6,119.0,132.9,143.0,124.4,176.0,178.5,142.89999999999998,171.6,155.2,140.29999999999998,143.1,129.1,131.0,131.6
blood orange color,110.5,102.30000000000001,26.099999999999998,83.60000000000002,15.399999999999999,92.50000000000001,64.30000000000001,99.19999999999999,63.2,109.8,7.699999999999996,20.10000000000001,77.69999999999999,135.89999999999998,34.8,158.7,101.19999999999999,98.60000000000002,147.0,1.9000000000000057,107.5,132.3,97.90000000000003,3.3000000000000043,26.4,6.900000000000006,54.900000000000034,151.39999999999998,112.10000000000002,10.400000000000006,103.69999999999999,142.40000000000003,27.0,89.80000000000001,104.2,134.90000000000003,39.4,87.5,74.80000000000001,3.5999999999999943,176.89999999999998,64.10000000000001,6.5,75.90000000000003,4.299999999999997,3.0999999999999943,20.099999999999998,68.4,19.999999999999996,2.5999999999999943,3.1999999999999957,73.0,0.0,74.0,89.69999999999999,38.599999999999994,16.1,109.90000000000003,95.39999999999999,84.10000000000001,7.199999999999996,33.8,10.5,82.50000000000001,14.0,76.69999999999999,95.40000000000003,42.699999999999996,112.8,8.900000000000006,75.2,20.200000000000003,41.60000000000001,10.399999999999999,40.0,32.10000000000001,23.60000000000001,29.799999999999997,27.299999999999997,64.10000000000001,37.0,103.39999999999999,39.10000000000001,101.8,62.8,48.60000000000001,89.60000000000001,46.0,154.10000000000002,70.0,162.60000000000002,103.00000000000001,105.50000000000001,69.9,98.60000000000001,82.2,67.3,70.10000000000001,56.10000000000001,58.0,58.60000000000001
bright magenta color,36.5,28.30000000000001,47.89999999999998,9.600000000000023,58.599999999999966,166.5,9.699999999999989,25.19999999999999,137.2,176.20000000000002,66.30000000000001,94.10000000000002,3.6999999999999886,150.10000000000002,108.79999999999998,127.30000000000001,27.19999999999999,24.600000000000023,139.0,75.89999999999998,33.5,153.70000000000002,23.900000000000034,77.30000000000001,47.599999999999966,80.89999999999998,19.099999999999966,134.60000000000002,38.10000000000002,84.39999999999998,29.69999999999999,68.40000000000003,101.0,15.800000000000011,178.2,60.900000000000034,34.599999999999966,13.5,0.8000000000000114,70.39999999999998,109.10000000000002,138.1,67.5,1.900000000000034,69.69999999999999,70.89999999999998,53.89999999999998,142.39999999999998,54.0,71.39999999999998,70.80000000000001,1.0,74.0,0.0,15.699999999999989,35.39999999999998,90.09999999999997,35.900000000000034,169.39999999999998,158.1,66.80000000000001,40.19999999999999,84.5,156.5,60.0,2.6999999999999886,21.400000000000034,31.30000000000001,173.20000000000002,82.89999999999998,149.2,94.19999999999999,115.6,63.599999999999966,114.0,106.1,97.60000000000002,103.79999999999995,101.29999999999995,138.1,111.0,177.39999999999998,113.1,175.79999999999998,136.79999999999998,122.6,163.6,120.0,131.9,144.0,123.4,177.0,179.5,143.89999999999998,172.6,156.2,141.29999999999998,144.1,130.1,132.0,132.6
bright lavender color,20.80000000000001,12.600000000000023,63.599999999999966,6.099999999999966,74.29999999999995,177.8,25.399999999999977,9.5,152.89999999999998,160.50000000000003,82.0,109.79999999999998,12.0,134.40000000000003,124.49999999999997,111.60000000000002,11.5,8.900000000000034,123.30000000000001,91.59999999999997,17.80000000000001,138.00000000000003,8.200000000000045,93.0,63.299999999999955,96.59999999999997,34.799999999999955,118.90000000000003,22.400000000000034,100.09999999999997,14.0,52.700000000000045,116.69999999999999,0.10000000000002274,166.10000000000002,45.200000000000045,50.299999999999955,2.1999999999999886,14.899999999999977,86.09999999999997,93.40000000000003,153.79999999999998,83.19999999999999,13.799999999999955,85.39999999999998,86.59999999999997,69.59999999999997,158.09999999999997,69.69999999999999,87.09999999999997,86.5,16.69999999999999,89.69999999999999,15.699999999999989,0.0,51.099999999999966,105.79999999999998,20.200000000000045,174.90000000000003,173.79999999999998,82.5,55.89999999999998,100.19999999999999,172.2,75.69999999999999,13.0,5.7000000000000455,47.0,157.50000000000003,98.59999999999997,164.89999999999998,109.89999999999998,131.29999999999998,79.29999999999995,129.7,121.79999999999998,113.29999999999998,119.49999999999997,116.99999999999997,153.79999999999998,126.69999999999999,166.90000000000003,128.79999999999998,168.50000000000003,152.49999999999997,138.29999999999998,179.29999999999998,135.7,116.20000000000002,159.7,107.70000000000002,167.3,164.8,159.59999999999997,171.70000000000002,171.89999999999998,156.99999999999997,159.79999999999998,145.79999999999998,147.7,148.29999999999998
dusky pink color,71.89999999999998,63.69999999999999,12.5,45.0,23.2,131.10000000000002,25.69999999999999,60.599999999999966,101.8,148.4,30.900000000000002,58.7,39.099999999999966,174.5,73.39999999999999,162.7,62.599999999999966,60.0,174.39999999999998,40.5,68.89999999999998,170.9,59.30000000000001,41.9,12.2,45.5,16.30000000000001,170.0,73.5,49.0,65.09999999999997,103.80000000000001,65.6,51.19999999999999,142.8,96.30000000000001,0.7999999999999998,48.89999999999998,36.19999999999999,35.0,144.5,102.7,32.099999999999994,37.30000000000001,34.3,35.5,18.5,107.0,18.6,36.0,35.4,34.39999999999998,38.599999999999994,35.39999999999998,51.099999999999966,0.0,54.699999999999996,71.30000000000001,134.0,122.7,31.400000000000002,4.8,49.099999999999994,121.10000000000001,24.599999999999998,38.099999999999966,56.80000000000001,4.1,151.4,47.5,113.8,58.8,80.2,28.2,78.6,70.7,62.2,68.39999999999999,65.89999999999999,102.7,75.6,142.0,77.7,140.4,101.39999999999999,87.2,128.20000000000002,84.6,167.29999999999998,108.6,158.79999999999998,141.60000000000002,144.10000000000002,108.5,137.20000000000002,120.8,105.89999999999999,108.7,94.7,96.6,97.2
pumpkin color,126.6,118.4,42.2,99.69999999999999,31.5,76.4,80.39999999999998,115.29999999999998,47.1,93.69999999999999,23.799999999999997,4.000000000000007,93.79999999999995,119.79999999999998,18.699999999999996,142.6,117.29999999999998,114.70000000000002,130.9,14.199999999999996,123.6,116.19999999999999,114.00000000000003,12.799999999999997,42.5,9.199999999999996,71.0,135.29999999999998,128.20000000000002,5.699999999999996,119.79999999999998,158.50000000000003,10.899999999999999,105.9,88.1,151.00000000000003,55.5,103.59999999999997,90.89999999999998,19.699999999999996,160.79999999999998,48.00000000000001,22.6,92.0,20.4,19.199999999999996,36.2,52.300000000000004,36.099999999999994,18.699999999999996,19.299999999999997,89.09999999999997,16.1,90.09999999999997,105.79999999999998,54.699999999999996,0.0,126.00000000000003,79.29999999999998,68.0,23.299999999999997,49.9,5.600000000000001,66.4,30.1,92.79999999999995,111.50000000000003,58.8,96.69999999999999,7.199999999999996,59.1,4.100000000000001,25.500000000000007,26.5,23.9,16.000000000000007,7.500000000000007,13.699999999999996,11.199999999999996,48.00000000000001,20.9,87.29999999999998,23.000000000000007,85.69999999999999,46.699999999999996,32.50000000000001,73.5,29.9,138.0,53.9,146.5,86.9,89.4,53.800000000000004,82.5,66.1,51.199999999999996,54.00000000000001,40.00000000000001,41.9,42.50000000000001
perrywinkle color,0.5999999999999659,7.600000000000023,83.80000000000001,26.30000000000001,94.5,157.59999999999997,45.60000000000002,10.700000000000045,173.10000000000002,140.29999999999998,102.20000000000005,130.00000000000003,32.200000000000045,114.19999999999999,144.70000000000002,91.39999999999998,8.700000000000045,11.300000000000011,103.09999999999997,111.80000000000001,2.400000000000034,117.79999999999998,12.0,113.20000000000002,83.5,116.80000000000001,55.0,98.69999999999999,2.1999999999999886,120.30000000000001,6.2000000000000455,32.5,136.90000000000003,20.100000000000023,145.89999999999998,25.0,70.5,22.400000000000034,35.10000000000002,106.30000000000001,73.19999999999999,174.00000000000003,103.40000000000003,34.0,105.60000000000002,106.80000000000001,89.80000000000001,178.3,89.90000000000003,107.30000000000001,106.70000000000002,36.900000000000034,109.90000000000003,35.900000000000034,20.200000000000045,71.30000000000001,126.00000000000003,0.0,154.7,165.99999999999997,102.70000000000005,76.10000000000002,120.40000000000003,167.59999999999997,95.90000000000003,33.200000000000045,14.5,67.20000000000005,137.29999999999998,118.80000000000001,174.89999999999998,130.10000000000002,151.50000000000003,99.5,149.90000000000003,142.00000000000003,133.50000000000003,139.70000000000002,137.20000000000002,174.00000000000003,146.90000000000003,146.7,149.00000000000003,148.29999999999998,172.70000000000002,158.50000000000003,160.49999999999997,155.90000000000003,95.99999999999997,179.90000000000003,87.49999999999997,147.09999999999997,144.59999999999997,179.8,151.49999999999997,167.89999999999998,177.20000000000002,179.99999999999997,166.00000000000003,167.90000000000003,168.50000000000003
medium green color,154.10000000000002,162.3,121.49999999999999,179.0,110.79999999999998,2.8999999999999773,159.7,165.40000000000003,32.19999999999999,14.400000000000006,103.1,75.29999999999998,173.09999999999997,40.5,60.599999999999994,63.30000000000001,163.40000000000003,166.0,51.60000000000002,93.49999999999999,157.10000000000002,36.900000000000006,166.7,92.1,121.79999999999998,88.49999999999999,150.3,56.0,152.5,84.99999999999999,160.90000000000003,122.19999999999999,68.39999999999999,174.8,8.800000000000011,129.7,134.79999999999998,177.10000000000002,170.2,98.99999999999999,81.5,31.299999999999983,101.89999999999999,171.3,99.69999999999999,98.49999999999999,115.49999999999999,26.999999999999986,115.39999999999999,97.99999999999999,98.6,168.39999999999998,95.39999999999999,169.39999999999998,174.90000000000003,134.0,79.29999999999998,154.7,0.0,11.299999999999983,102.6,129.2,84.89999999999999,12.899999999999977,109.39999999999999,172.09999999999997,169.2,138.1,17.400000000000006,86.49999999999999,20.19999999999999,75.19999999999999,53.79999999999998,105.79999999999998,55.39999999999999,63.29999999999998,71.79999999999998,65.6,68.1,31.299999999999983,58.39999999999999,8.0,56.29999999999998,6.400000000000006,32.599999999999994,46.79999999999998,5.799999999999983,49.39999999999999,58.70000000000002,25.39999999999999,67.20000000000002,7.600000000000023,10.100000000000023,25.499999999999986,3.200000000000017,13.199999999999989,28.099999999999994,25.299999999999983,39.29999999999998,37.39999999999999,36.79999999999998
grass color,165.4,173.6,110.2,167.70000000000002,99.5,8.400000000000006,148.4,176.70000000000002,20.900000000000006,25.69999999999999,91.80000000000001,64.0,161.79999999999998,51.79999999999998,49.30000000000001,74.6,174.70000000000002,177.29999999999998,62.900000000000006,82.2,168.4,48.19999999999999,177.99999999999997,80.80000000000001,110.5,77.2,139.00000000000003,67.29999999999998,163.79999999999998,73.7,172.20000000000002,133.49999999999997,57.10000000000001,173.9,20.099999999999994,140.99999999999997,123.5,171.6,158.9,87.7,92.79999999999998,20.0,90.60000000000001,160.00000000000003,88.4,87.2,104.2,15.700000000000003,104.10000000000001,86.7,87.30000000000001,157.1,84.10000000000001,158.1,173.79999999999998,122.7,68.0,165.99999999999997,11.299999999999983,0.0,91.30000000000001,117.9,73.60000000000001,1.5999999999999943,98.10000000000001,160.79999999999998,179.50000000000003,126.80000000000001,28.69999999999999,75.2,8.900000000000006,63.900000000000006,42.5,94.5,44.10000000000001,52.0,60.5,54.30000000000001,56.80000000000001,20.0,47.10000000000001,19.299999999999983,45.0,17.69999999999999,21.30000000000001,35.5,5.5,38.10000000000001,70.0,14.100000000000009,78.5,18.900000000000006,21.400000000000006,14.200000000000003,14.5,1.9000000000000057,16.80000000000001,14.0,28.0,26.10000000000001,25.5
orange pink color,103.30000000000001,95.10000000000002,18.900000000000002,76.40000000000003,8.200000000000003,99.70000000000002,57.10000000000002,92.0,70.4,117.0,0.5,27.300000000000004,70.5,143.1,41.99999999999999,165.9,94.0,91.40000000000003,154.20000000000002,9.100000000000001,100.30000000000001,139.5,90.70000000000005,10.5,19.200000000000003,14.100000000000001,47.700000000000045,158.6,104.9,17.6,96.5,135.20000000000002,34.199999999999996,82.60000000000002,111.4,127.70000000000002,32.2,80.30000000000001,67.60000000000002,3.6000000000000014,175.9,71.30000000000001,0.6999999999999957,68.70000000000005,2.8999999999999986,4.100000000000001,12.900000000000002,75.6,12.8,4.600000000000001,4.0,65.80000000000001,7.199999999999996,66.80000000000001,82.5,31.400000000000002,23.299999999999997,102.70000000000005,102.6,91.30000000000001,0.0,26.6,17.699999999999996,89.70000000000002,6.800000000000004,69.5,88.20000000000005,35.5,120.0,16.1,82.4,27.4,48.800000000000004,3.200000000000003,47.199999999999996,39.300000000000004,30.800000000000004,36.99999999999999,34.49999999999999,71.30000000000001,44.199999999999996,110.6,46.300000000000004,109.0,70.0,55.800000000000004,96.80000000000001,53.199999999999996,161.3,77.19999999999999,169.8,110.20000000000002,112.70000000000002,77.1,105.80000000000001,89.4,74.5,77.30000000000001,63.300000000000004,65.19999999999999,65.80000000000001
dusty pink color,76.69999999999999,68.5,7.699999999999999,49.80000000000001,18.4,126.30000000000001,30.5,65.39999999999998,97.0,143.6,26.1,53.900000000000006,43.89999999999998,169.7,68.6,167.5,67.39999999999998,64.80000000000001,179.2,35.7,73.69999999999999,166.1,64.10000000000002,37.1,7.399999999999999,40.7,21.100000000000023,174.8,78.30000000000001,44.2,69.89999999999998,108.60000000000002,60.8,56.0,138.0,101.10000000000002,5.6,53.69999999999999,41.0,30.200000000000003,149.3,97.9,27.299999999999997,42.10000000000002,29.5,30.700000000000003,13.7,102.2,13.8,31.200000000000003,30.6,39.19999999999999,33.8,40.19999999999999,55.89999999999998,4.8,49.9,76.10000000000002,129.2,117.9,26.6,0.0,44.3,116.30000000000001,19.799999999999997,42.89999999999998,61.60000000000002,8.9,146.6,42.7,109.0,54.0,75.4,23.4,73.8,65.9,57.400000000000006,63.599999999999994,61.099999999999994,97.9,70.8,137.2,72.9,135.6,96.6,82.4,123.4,79.8,172.1,103.8,163.6,136.8,139.3,103.7,132.4,116.0,101.1,103.9,89.9,91.8,92.4
dusty orange color,121.0,112.80000000000001,36.599999999999994,94.10000000000002,25.9,82.00000000000001,74.80000000000001,109.69999999999999,52.7,99.3,18.199999999999996,9.600000000000009,88.19999999999999,125.39999999999999,24.299999999999997,148.2,111.69999999999999,109.10000000000002,136.5,8.599999999999994,118.0,121.8,108.40000000000003,7.199999999999996,36.9,3.5999999999999943,65.40000000000003,140.89999999999998,122.60000000000002,0.09999999999999432,114.19999999999999,152.90000000000003,16.5,100.30000000000001,93.7,145.40000000000003,49.9,98.0,85.30000000000001,14.099999999999994,166.39999999999998,53.60000000000001,17.0,86.40000000000003,14.799999999999997,13.599999999999994,30.599999999999998,57.900000000000006,30.499999999999996,13.099999999999994,13.699999999999996,83.5,10.5,84.5,100.19999999999999,49.099999999999994,5.600000000000001,120.40000000000003,84.89999999999999,73.60000000000001,17.699999999999996,44.3,0.0,72.00000000000001,24.5,87.19999999999999,105.90000000000003,53.199999999999996,102.3,1.5999999999999943,64.7,9.700000000000003,31.10000000000001,20.9,29.5,21.60000000000001,13.100000000000009,19.299999999999997,16.799999999999997,53.60000000000001,26.5,92.89999999999999,28.60000000000001,91.3,52.3,38.10000000000001,79.10000000000001,35.5,143.60000000000002,59.5,152.10000000000002,92.50000000000001,95.00000000000001,59.400000000000006,88.10000000000001,71.7,56.8,59.60000000000001,45.60000000000001,47.5,48.10000000000001
nasty green color,167.0,175.2,108.60000000000001,166.10000000000002,97.9,10.0,146.8,178.3,19.30000000000001,27.299999999999983,90.20000000000002,62.400000000000006,160.2,53.39999999999998,47.70000000000002,76.19999999999999,176.3,178.89999999999998,64.5,80.60000000000001,170.0,49.79999999999998,179.59999999999997,79.20000000000002,108.9,75.60000000000001,137.40000000000003,68.89999999999998,165.39999999999998,72.10000000000001,173.8,135.09999999999997,55.500000000000014,172.3,21.69999999999999,142.59999999999997,121.9,170.0,157.3,86.10000000000001,94.39999999999998,18.400000000000006,89.00000000000001,158.40000000000003,86.80000000000001,85.60000000000001,102.60000000000001,14.100000000000009,102.50000000000001,85.10000000000001,85.70000000000002,155.5,82.50000000000001,156.5,172.2,121.10000000000001,66.4,167.59999999999997,12.899999999999977,1.5999999999999943,89.70000000000002,116.30000000000001,72.00000000000001,0.0,96.50000000000001,159.2,177.90000000000003,125.20000000000002,30.299999999999983,73.60000000000001,7.300000000000011,62.30000000000001,40.900000000000006,92.9,42.500000000000014,50.400000000000006,58.900000000000006,52.70000000000002,55.20000000000002,18.400000000000006,45.500000000000014,20.899999999999977,43.400000000000006,19.299999999999983,19.700000000000017,33.900000000000006,7.099999999999994,36.500000000000014,71.6,12.500000000000014,80.1,20.5,23.0,12.600000000000009,16.099999999999994,0.30000000000001137,15.200000000000017,12.400000000000006,26.400000000000006,24.500000000000014,23.900000000000006
salmon color,96.5,88.30000000000001,12.099999999999998,69.60000000000002,1.3999999999999986,106.50000000000001,50.30000000000001,85.19999999999999,77.2,123.8,6.300000000000004,34.10000000000001,63.69999999999999,149.89999999999998,48.8,172.7,87.19999999999999,84.60000000000002,161.0,15.900000000000006,93.5,146.3,83.90000000000003,17.300000000000004,12.399999999999999,20.900000000000006,40.900000000000034,165.39999999999998,98.10000000000002,24.400000000000006,89.69999999999999,128.40000000000003,41.0,75.80000000000001,118.2,120.90000000000003,25.4,73.5,60.80000000000001,10.400000000000006,169.10000000000002,78.10000000000001,7.5,61.900000000000034,9.700000000000003,10.900000000000006,6.099999999999998,82.4,5.9999999999999964,11.400000000000006,10.800000000000004,59.0,14.0,60.0,75.69999999999999,24.599999999999998,30.1,95.90000000000003,109.39999999999999,98.10000000000001,6.800000000000004,19.799999999999997,24.5,96.50000000000001,0.0,62.69999999999999,81.40000000000003,28.699999999999996,126.8,22.900000000000006,89.2,34.2,55.60000000000001,3.6000000000000014,54.0,46.10000000000001,37.60000000000001,43.8,41.3,78.10000000000001,51.0,117.39999999999999,53.10000000000001,115.8,76.8,62.60000000000001,103.60000000000001,60.0,168.10000000000002,84.0,176.60000000000002,117.00000000000001,119.50000000000001,83.9,112.60000000000001,96.2,81.3,84.10000000000001,70.10000000000001,72.0,72.60000000000001
purply pink color,33.80000000000001,25.600000000000023,50.599999999999966,6.900000000000034,61.299999999999955,169.2,12.399999999999977,22.5,139.89999999999998,173.50000000000003,69.0,96.79999999999995,1.0,147.40000000000003,111.49999999999997,124.60000000000002,24.5,21.900000000000034,136.3,78.59999999999997,30.80000000000001,151.00000000000003,21.200000000000045,80.0,50.299999999999955,83.59999999999997,21.799999999999955,131.90000000000003,35.400000000000034,87.09999999999997,27.0,65.70000000000005,103.69999999999999,13.100000000000023,179.10000000000002,58.200000000000045,37.299999999999955,10.800000000000011,1.8999999999999773,73.09999999999997,106.40000000000003,140.79999999999998,70.19999999999999,0.7999999999999545,72.39999999999998,73.59999999999997,56.599999999999966,145.09999999999997,56.69999999999999,74.09999999999997,73.5,3.6999999999999886,76.69999999999999,2.6999999999999886,13.0,38.099999999999966,92.79999999999995,33.200000000000045,172.09999999999997,160.79999999999998,69.5,42.89999999999998,87.19999999999999,159.2,62.69999999999999,0.0,18.700000000000045,34.0,170.50000000000003,85.59999999999997,151.89999999999998,96.89999999999998,118.29999999999998,66.29999999999995,116.69999999999999,108.79999999999998,100.29999999999995,106.49999999999997,104.0,140.79999999999998,113.69999999999999,179.90000000000003,115.79999999999998,178.49999999999997,139.49999999999997,125.29999999999998,166.29999999999998,122.69999999999999,129.20000000000002,146.7,120.70000000000002,179.7,177.8,146.59999999999997,175.29999999999998,158.89999999999998,143.99999999999997,146.79999999999998,132.79999999999998,134.7,135.29999999999998
liliac color,15.099999999999966,6.899999999999977,69.30000000000001,11.800000000000011,80.0,172.09999999999997,31.100000000000023,3.7999999999999545,158.60000000000002,154.79999999999998,87.70000000000005,115.50000000000003,17.700000000000045,128.7,130.20000000000002,105.89999999999998,5.7999999999999545,3.1999999999999886,117.59999999999997,97.30000000000001,12.099999999999966,132.29999999999998,2.5,98.70000000000005,69.0,102.30000000000001,40.5,113.19999999999999,16.69999999999999,105.80000000000001,8.299999999999955,47.0,122.40000000000003,5.600000000000023,160.39999999999998,39.5,56.0,7.900000000000034,20.600000000000023,91.80000000000001,87.69999999999999,159.50000000000003,88.90000000000003,19.5,91.10000000000002,92.30000000000001,75.30000000000001,163.8,75.40000000000003,92.80000000000001,92.20000000000005,22.400000000000034,95.40000000000003,21.400000000000034,5.7000000000000455,56.80000000000001,111.50000000000003,14.5,169.2,179.50000000000003,88.20000000000005,61.60000000000002,105.90000000000003,177.90000000000003,81.40000000000003,18.700000000000045,0.0,52.700000000000045,151.79999999999998,104.30000000000001,170.60000000000002,115.60000000000002,137.00000000000003,85.0,135.40000000000003,127.50000000000003,119.00000000000003,125.20000000000002,122.70000000000002,159.50000000000003,132.40000000000003,161.2,134.50000000000003,162.79999999999998,158.20000000000002,144.00000000000003,174.99999999999997,141.40000000000003,110.49999999999997,165.40000000000003,101.99999999999997,161.59999999999997,159.09999999999997,165.3,165.99999999999997,177.60000000000002,162.70000000000002,165.50000000000003,151.50000000000003,153.40000000000003,154.00000000000003
pig pink color,67.80000000000001,59.60000000000002,16.599999999999998,40.900000000000034,27.299999999999997,135.20000000000002,21.600000000000023,56.5,105.9,152.5,35.0,62.800000000000004,35.0,178.6,77.5,158.6,58.5,55.900000000000034,170.29999999999998,44.6,64.80000000000001,175.0,55.200000000000045,46.0,16.299999999999997,49.6,12.200000000000045,165.9,69.40000000000003,53.1,61.0,99.70000000000005,69.7,47.10000000000002,146.9,92.20000000000005,3.3000000000000003,44.80000000000001,32.10000000000002,39.1,140.4,106.80000000000001,36.199999999999996,33.200000000000045,38.4,39.6,22.599999999999998,111.10000000000001,22.7,40.1,39.5,30.30000000000001,42.699999999999996,31.30000000000001,47.0,4.1,58.8,67.20000000000005,138.1,126.80000000000001,35.5,8.9,53.199999999999996,125.20000000000002,28.699999999999996,34.0,52.700000000000045,0.0,155.5,51.6,117.9,62.9,84.30000000000001,32.3,82.7,74.80000000000001,66.30000000000001,72.5,70.0,106.80000000000001,79.7,146.1,81.80000000000001,144.5,105.5,91.30000000000001,132.3,88.7,163.2,112.7,154.7,145.70000000000002,148.20000000000002,112.60000000000001,141.3,124.9,110.0,112.80000000000001,98.80000000000001,100.7,101.30000000000001
